2015,Models,Note,Frame,Size,Color,Tube,BB-CL,Drop-Out,Shock,Fork,BB Set,B-Lever,Brake-F,Brake-R,B-Cable,C-Housing,Chain,C-Guard,Chainwheel,DERA-F,DERA-R,Freewheel,Bar-End,Grip,H-Bar,H-B Stem,Head Set,Hub-F,Hub-R,Leadpipe,Pedal,Reflector,Reflector-bkt,Rim,Rim tape,Saddle,Seat Clamp,Seat Post,Shifter-F,Shifter-R,Spoke,Spoke Disk,Inner Tube,Tire-F,Tire-R,Hardware,Decal,C/S Protector,Carton,Manual,Packing,Bell
Crossway,300-lady,,Crossway TFS-D lady,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NCX-D LO 63,Shimano octalink,attached,Tektro Vela hydraulic 160,Tektro Vela hydraulic 160,attached,MTK700 SP40,KMC M99 ,attached,Shimano T4010 octa 48-36-26 CG,Shimano Alivio,Shimano Deore-9,Shimano CS-HG200-9 11-34,0,Crossway Ergo,MERIDA comp OS 620 R25,Adjustable pro OS A-Head lady,Conoid semi neck,Formula Disc,Formula Disc cassette,0,Comfort Alloy triple,0,0,Merida comp D,0,Cross lady,MERIDA comp QR,Suspension One D 27.2,Shimano Alivio rapidfire,Shimano Alivio rapidfire,Black+White stainless,0,Ultralite,Merida Speed 40 ref,Merida Speed 40 ref,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,100,,Crossway TFS-D,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,Tektro Vela hydraulic 160,Tektro Vela hydraulic 160,attached,MTK700 SP40,KMC M99 ,attached,SR XCR 48-36-26 CG,Shimano M370 48,Shimano Alivio ,Shimano CS-HG200-9 11-34,0,Crossway Ergo,MERIDA comp OS 620 R25,Adjustable pro OS A-Head,Conoid semi neck,Alloy Disc,Alloy Disc cassette,0,Comfort Alloy triple,0,0,Merida comp D,0,Cross Sport,MERIDA comp QR,Suspension One D 27.2,Shimano Altus rapidfire,Shimano Altus rapidfire,Black stainless,0,Ultralite,Merida Speed 40 ref,Merida Speed 40 ref,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,100-lady,,Crossway TFS-D lady,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,Tektro Vela hydraulic 160,Tektro Vela hydraulic 160,attached,MTK700 SP40,KMC M99 ,attached,SR XCR 48-36-26 CG,Shimano M370 48,Shimano Alivio ,Shimano CS-HG200-9 11-34,0,Crossway Ergo,MERIDA comp OS 620 R25,Adjustable pro OS A-Head lady,Conoid semi neck,Alloy Disc,Alloy Disc cassette,0,Comfort Alloy triple,0,0,Merida comp D,0,Cross lady,MERIDA comp QR,Suspension One D 27.2,Shimano Altus rapidfire,Shimano Altus rapidfire,Black+White stainless,0,Ultralite,Merida Speed 40 ref,Merida Speed 40 ref,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,40-D,,new Crossway Speed-D,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,Promax DSK hydraulic 160,Promax DSK hydraulic 160,attached,SP40,KMC M99 ,attached,SR XCM 48-36-26 CG,Shimano M370 48,Shimano Altus 9,Sunrace CS-9S 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida comp D,0,Cross Sport,MERIDA comp QR,Suspension 27.2,Shimano Altus rapidfire,Shimano Altus rapidfire,stainless silver,0,attached 700c,Cross 700 40C,Cross 700 40C,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,40-D-lady,,new Crossway Speed-D-lady,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,Promax DSK hydraulic 160 lady,Promax DSK hydraulic 160 lady,attached,SP40,KMC M99 ,attached,SR XCM 48-36-26 CG,Shimano M370 48,Shimano Altus 9,Sunrace CS-9S 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head lady,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida comp D,0,Cross lady,MERIDA comp QR,Suspension 27.2,Shimano Altus rapidfire,Shimano Altus rapidfire,stainless silver+White,0,attached 700c,Cross 700 40C,Cross 700 40C,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,40-MD,,new Crossway Speed-D,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,Promax MTD Mechanical 160,Promax MTD Mechanical 160,2P,SP40,KMC M99 ,attached,SR XCM 48-36-26 CG,Shimano M370 48,Shimano Altus 9,Sunrace CS-9S 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida comp D,0,Cross Sport,MERIDA comp QR,Suspension 27.2,Shimano Altus ST rapidfire,Shimano Altus ST rapidfire,stainless silver,0,attached 700c,Cross 700 40C,Cross 700 40C,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,40-MD-lady,,new Crossway Speed-D-lady,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,Promax MTD Mechanical 160,Promax MTD Mechanical 160,2P,SP40,KMC M99 ,attached,SR XCM 48-36-26 CG,Shimano M370 48,Shimano Altus 9,Sunrace CS-9S 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head lady,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida comp D,0,Cross lady,MERIDA comp QR,Suspension 27.2,Shimano Altus ST rapidfire,Shimano Altus ST rapidfire,stainless silver+White,0,attached 700c,Cross 700 40C,Cross 700 40C,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,40-V,,new Crossway Speed-V,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,KMC M99 ,attached,SR XCM 48-36-26 CG,Shimano M370 48,Shimano Altus 9,Sunrace CS-9S 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head,Conoid steel,OV alloy,OV Cassette,0,Comfort double,0,0,Merida comp V,0,Cross Sport,MERIDA comp QR,Suspension 27.2,Shimano Altus ST rapidfire,Shimano Altus ST rapidfire,stainless silver,0,attached 700c,Cross 700 40C,Cross 700 40C,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,40-V-lady,,new Crossway Speed-V-lady,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,KMC M99 ,attached,SR XCM 48-36-26 CG,Shimano M370 48,Shimano Altus 9,Sunrace CS-9S 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head lady,Conoid steel,OV alloy,OV Cassette,0,Comfort double,0,0,Merida comp V,0,Cross lady,MERIDA comp QR,Suspension 27.2,Shimano Altus ST rapidfire,Shimano Altus ST rapidfire,stainless silver+White,0,attached 700c,Cross 700 40C,Cross 700 40C,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,20-D,,new Crossway Speed-D,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,Promax DSK hydraulic 160,Promax DSK hydraulic 160,attached,SP40,KMC 8s,attached,Shimano M131 48-38-28 CG,Shimano M191,Shimano Acera-X,Sunrace CS8 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida comp D,0,Cross Sport,MERIDA comp QR,Suspension 27.2,Shimano Altus rapidfire 3,Shimano Altus rapidfire 8,ucp steel,0,attached 700c,Cross 700 40C,Cross 700 40C,steel,0,0,0,0,95%,YWS-Alloy
Crossway,20-D-lady,,new Crossway Speed-D-lady,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,Promax DSK hydraulic 160 lady,Promax DSK hydraulic 160 lady,attached,SP40,KMC 8s,attached,Shimano M131 48-38-28 CG,Shimano M191,Shimano Acera-X,Sunrace CS-8S 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head lady,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida comp D,0,Cross lady,MERIDA comp QR,Suspension 27.2,Shimano Altus rapidfire,Shimano Altus rapidfire,ucp steel +white,0,attached 700c,Cross 700 40C,Cross 700 40C,steel,0,0,0,0,95%,YWS-Alloy
Crossway,20-MD,,new Crossway Speed-D,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,Promax MTD Mechanical 160,Promax MTD Mechanical 160,2P,SP40,Sunrace 8S,attached,Shimano M131 48-38-28 CG,Shimano M191,Shimano Acera-X,Sunrace CS8 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida comp D,0,Cross Sport,MERIDA comp QR,Suspension 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel,0,attached 700c,Cross 700 40C,Cross 700 40C,steel,0,0,0,0,95%,YWS-Alloy
Crossway,20-MD-lady,,new Crossway Speed-D-lady,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,Promax MTD Mechanical 160,Promax MTD Mechanical 160,2P,SP40,Sunrace M8S,attached,Shimano M131 48-38-28 CG,Shimano M191,Shimano Acera-X,Sunrace CS-8S 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head lady,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida comp D,0,Cross lady,MERIDA comp QR,Suspension 27.2,Shimano EZ fire,Shimano EZ fire,ucp steel +white,0,attached 700c,Cross 700 40C,Cross 700 40C,steel,0,0,0,0,95%,YWS-Alloy
Crossway,20-V,,new Crossway Speed-V,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,Sunrace 8S,attached,Shimano M131 48-38-28 CG,Shimano M191,Shimano Acera-X,Sunrace CS8 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head,Conoid steel,OV alloy,OV Cassette,0,Comfort double,0,0,Merida comp V,0,Cross Sport,MERIDA comp QR,Suspension 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel,0,attached 700c,Cross 700 40C,Cross 700 40C,steel,0,0,0,0,95%,YWS-Alloy
Crossway,20-V-lady,,new Crossway Speed-V-lady,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NEX HLO 63,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,Sunrace M8S,attached,Shimano M131 48-38-28 CG,Shimano M191,Shimano Acera-X,Sunrace CS-8S 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head lady,Conoid steel,OV alloy,OV Cassette,0,Comfort double,0,0,Merida comp V,0,Cross lady,MERIDA comp QR,Suspension 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel +white,0,attached 700c,Cross 700 40C,Cross 700 40C,steel,0,0,0,0,95%,YWS-Alloy
Crossway,15-MD,,Crossway DT-D,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NEX 63,Cartridge Bearing,attached,Promax MTD Mechanical 160,Promax MTD Mechanical 160,2P,SP40,Sunrace 8S,attached,SR XCC 48-38-28 CG,Shimano M191,Shimano Altus,Sunrace CS8 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head,Ahead,Alloy Disc,Alloy Disc cassette,0,PP pedal,0,0,Merida comp D,0,Cross Sport,MERIDA comp QR,Suspension 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel,0,attached 700c,Cross 700 40C,Cross 700 40C,steel,0,0,0,0,95%,YWS-Alloy
Crossway,15-MD-lady,,Crossway DT-D,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NEX 63,Cartridge Bearing,attached,Promax MTD Mechanical 160,Promax MTD Mechanical 160,2P,SP40,Sunrace 8S,attached,SR XCC 48-38-28 CG,Shimano M191,Shimano Altus,Sunrace CS8 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head lady,Ahead,Alloy Disc,Alloy Disc cassette,0,PP pedal,0,0,Merida comp D,0,Cross lady,MERIDA comp QR,Suspension 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel +white,0,attached 700c,Cross 700 40C,Cross 700 40C,steel,0,0,0,0,95%,YWS-Alloy
Crossway,15-V,,Crossway DT-V,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NEX 63,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,Sunrace 8S,attached,SR XCC 48-38-28 CG,Shimano M191,Shimano Altus,Sunrace CS8 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head,Ahead,OV alloy,OV Cassette,0,PP pedal,0,0,Merida comp V,0,Cross Sport,MERIDA comp QR,Suspension 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel,0,attached 700c,Cross 700 40C,Cross 700 40C,steel,0,0,0,0,95%,YWS-Alloy
Crossway,15-V-lady,,Crossway DT-V,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NEX 63,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,Sunrace 8S,attached,SR XCC 48-38-28 CG,Shimano M191,Shimano Altus,Sunrace CS8 11-32,0,MERIDA kraton,MERIDA comp OS 620 R25,Adjustable A-Head lady,Ahead,OV alloy,OV Cassette,0,PP pedal,0,0,Merida comp V,0,Cross lady,MERIDA comp QR,Suspension 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel +white,0,attached 700c,Cross 700 40C,Cross 700 40C,steel,0,0,0,0,95%,YWS-Alloy
Crossway,10-V,,Crossway DT-V,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NEX 63,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,chain 7s,attached,Shimano M131 48-38-28 CG,Shimano Tourney,Shimano Altus,Shimano MF-TZ21 14-28,0,MERIDA kraton,Merida Steel 620 R30,Adjustable A-Head,Ahead,OV alloy,OV alloy,0,PP pedal,0,0,Merida comp V,0,Cross Sport,MERIDA comp QR,Suspension 27.2,Shimano EZ fire 3,Shimano EZ fire 7,ucp steel,0,attached 700c,Cross 700 40C,Cross 700 40C,steel,0,0,0,0,95%,YWS-Alloy
Crossway,10-V-lady,,Crossway DT-V,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NEX 63,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,chain 7s,attached,Shimano M131 48-38-28 CG,Shimano Tourney,Shimano Altus,Shimano MF-TZ21 14-28,0,MERIDA kraton,Merida Steel 620 R30,Adjustable A-Head lady,Ahead,OV alloy,OV alloy,0,PP pedal,0,0,Merida comp V,0,Cross lady,MERIDA comp QR,Suspension 27.2,Shimano EZ fire 3,Shimano EZ fire 7,ucp steel +white,0,attached 700c,Cross 700 40C,Cross 700 40C,steel,0,0,0,0,95%,YWS-Alloy
Speeder,5000,,Ride disc CF2,XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59],0,0,0,0,0,Race carbon disc 15,attached,attached,Shimano M615 160 cen J,Shimano M615 160 cen J,MTK700 2P,MTK700 SP40,FSA F11S,NO,FSA Gossamer 50-34 Mega,Shimano Ultegra D,Shimano Ultegra SS,Shimano CS-5800-11 11-28,0,MERIDA Screw on-Single,MERIDA pro OS 600 Flat,MERIDA pro Carbon 5,Big Conoid S-bearing neck pro,Formula Centerlock-15 Road Axle,Formula Centerlock casette,0,NO,0,0,Merida comp 22 disc pair,0,Prologo Kappa 2,Merida Aero 32 Allen ST,MERIDA carbon H SB15 27.2,Shimano SL-RS700,Shimano SL-RS700 11,Black stainless,0,Ultralite,Maxxis Detonator 28 60 fold,Maxxis Detonator 28 60 fold,Stainless,0,0,0,0,95%,YWS-Alloy
Speeder,3000,,Ride disc CF2,XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59],0,0,0,0,0,Race carbon disc 15,attached,Avid FR5,Shimano M506 160 cen J,Shimano M506 160 cen J,attached,MTK700 SP40,KMC Z10-10s,NO,FSA Omega 50-34 Mega,Shimano TIAGRA 10 D,Shimano 105 SS,Shimano CS-4600-10 12-28,0,MERIDA Screw on-Single,MERIDA pro OS 600 Flat,MERIDA pro Carbon 5,Big Conoid S-bearing neck pro,Formula Centerlock-15 Road Axle,Formula Centerlock casette,0,NO,0,0,Merida comp 22 disc pair,0,Merida Sport 1,Merida Aero 32 Allen ST,MERIDA carbon H SB15 27.2,Shimano SL-R460,Shimano SL-R460 10,Black stainless,0,Ultralite,Maxxis Detonator 28 60 fold,Maxxis Detonator 28 60 fold,Stainless,0,0,0,0,95%,YWS-Alloy
Speeder,500,,Speeder ride BC-D-Single,47-50-52-54-56-[59],0,0,0,0,0,Speeder BC crabon straight,attached,Avid FR5,Shimano T445 160 cen,Shimano T445 160 cen,MTK700 2P,MTK700 SP40,FSA F11S,NO,FSA Gossamer 50-34 Mega,Shimano Ultegra Double,Shimano Ultegra SS,Shimano CS-5800-11 11-28,0,MERIDA Screw on-Single,MERIDA pro OS 600 Flat,MERIDA pro Carbon 5,Big Conoid S-bearing neck pro,Bearing Disc,Formula Centerlock casette,0,XC pro alloy,0,0,Merida comp 22 disc pair,0,Selle Italia X1,Merida Aero 27 Allen,MERIDA carbon H SB15 27.2,Shimano SL-RS700,Shimano SL-RS700 11,Black stainless,0,Ultralite,Maxxis Detonator 28 60 fold,Maxxis Detonator 28 60 fold,Stainless,0,0,0,0,95%,YWS-Alloy
Speeder,300-D,,Speeder ride BC-D-Single,47-50-52-54-56-[59],0,0,0,0,0,Speeder BC straight disc,attached,attached,Tektro Vela hydraulic 160,Tektro Vela hydraulic 160,attached,MTK700 SP40,KMC Z10-10s,NO,FSA Omega 50-34 Mega,Shimano TIAGRA 10 D,Shimano 105 SS,Shimano CS-4600-10 12-28,0,MERIDA Screw on-Single,MERIDA pro OS 600 Flat,MERIDA pro OS 5,Big Conoid Semi,Bearing Disc,Bearing Disc Cassette,0,XC pro alloy,0,0,Merida comp 22 disc pair,0,Merida Sport 5,Merida Aero 27 Allen,MERIDA pro H SB15 31.6,Shimano SL-R460,Shimano SL-R460 10,Black stainless,0,Ultralite,Continental Sport Contact 32,Continental Sport Contact 32,Stainless,0,0,0,0,95%,YWS-Alloy
Speeder,300,,Speeder ride BC-V-Single,47-50-52-54-56-[59],0,0,0,0,0,Speeder BC straight V,attached,Avid FR5,Avid Single Digit 3,Avid Single Digit 3,MTK700 2P,MTK700 SP40,KMC Z10-10s,NO,FSA Omega 50-34 Mega,Shimano TIAGRA 10 D,Shimano 105 SS,Shimano CS-4600-10 12-28,0,MERIDA Screw on-Single,MERIDA pro OS 600 Flat,MERIDA pro OS 5,Big Conoid Semi,Road seal Bearing,Road seal Bearing,0,XC pro alloy,0,0,Merida comp 20 pair,0,Merida Sport 5,Merida Aero 27 Allen,MERIDA pro H SB15 31.6,Shimano SL-R460,Shimano SL-R460 10,Black stainless,0,Ultralite,Continental Sport Contact 32,Continental Sport Contact 32,Stainless,0,0,0,0,95%,YWS-Alloy
Speeder,300-Juliet,,Speeder ride BC-V-Single,lady 47-50-52-54-[56],0,0,0,0,0,Speeder BC straight V,attached,Avid FR5,Avid Single Digit 3,Avid Single Digit 3,MTK700 2P,MTK700 SP40,KMC Z10-10s,NO,FSA Omega 50-34 Mega,Shimano TIAGRA 10 D,Shimano 105 SS,Shimano CS-4600-10 12-28,0,ERGO Screw on-Single,MERIDA pro OS 600 Flat,MERIDA pro OS 5,Big Conoid Semi,Road seal Bearing,Road seal Bearing,0,XC pro alloy,0,0,Merida comp 20 pair,0,Juliet Sport,Merida Aero 27 Allen,MERIDA pro H SB15 31.6,Shimano SL-R460,Shimano SL-R460 10,Black+White stainless,0,Ultralite,Continental Sport Contact 32,Continental Sport Contact 32,Stainless,0,0,0,0,95%,YWS-Alloy
Speeder,200-D,,Speeder ride BC-D-Single,47-50-52-54-56-[59],0,0,0,0,0,Speeder BC straight disc,Shimano cartridge,attached,Tektro Vela hydraulic 160,Tektro Vela hydraulic 160,attached,MTK700 SP40,KMC M99 ,NO,SR NCX 48A-38-28 CG,Shimano M371 48,Shimano TIAGRA GS,Sunrace CS-9S 11-28,0,MERIDA Screw on-Single,MERIDA comp OS 600 Flat,MERIDA Comp OS 6,Big Conoid Semi,Alloy Disc,Alloy Disc cassette,0,XC pro alloy,0,0,Merida comp 22 disc pair,0,Merida Sport 5,Merida Aero 27 Allen,MERIDA road comp SB12 31.6,Shimano Altus rapidfire,Shimano Altus rapidfire,Black stainless,0,Ultralite,Maxxis Detonator 32 60,Maxxis Detonator 32 60,Stainless,0,0,0,0,95%,YWS-Alloy
Speeder,200,,Speeder ride BC-V-Single,47-50-52-54-56-[59],0,0,0,0,0,Speeder BC straight V,Shimano cartridge,attached,V-Brake Linear,V-Brake Linear,MTK700 2P,MTK700 SP40,KMC M99 ,NO,SR NCX 48A-38-28 CG,Shimano M371 48,Shimano TIAGRA GS,Sunrace CS-9S 11-28,0,MERIDA Screw on-Single,MERIDA comp OS 600 Flat,MERIDA Comp OS 6,Big Conoid Semi,OV alloy,OV cassette,0,XC pro alloy,0,0,Merida comp 20 pair,0,Merida Sport 5,Merida Aero 27 Allen,MERIDA road comp SB12 31.6,Shimano Altus rapidfire,Shimano Altus rapidfire,Black stainless,0,Ultralite,Maxxis Detonator 32 60,Maxxis Detonator 32 60,Stainless,0,0,0,0,95%,YWS-Alloy
Speeder,100-MD,,Speeder ride BC-D-Single,47-50-52-54-56-[59],0,0,0,0,0,Speeder BC straight disc,Cartridge Bearing,attached,Tektro Aries disc 160,Tektro Aries disc 160,MTK700 2P,MTK700 SP40,KMC 8s,NO,Shimano M131 48-38-28 CG,Shimano M191 48,Shimano Claris GS,Sunrace CS-8S 11-28,0,MERIDA Screw on-Single,MERIDA comp OS 600 Flat,MERIDA Comp OS 6,Big Conoid Semi,Alloy Disc,Alloy Disc cassette,0,XC pro alloy,0,0,Merida comp 22 disc pair,0,Merida Sport 5,Merida Aero 27 Allen,MERIDA road comp SB12 31.6,Shimano EF51 repidfire,Shimano EF51 repidfire,Black stainless,0,Lite,Kenda K193 700 32,Kenda K193 700 32,Stainless,0,0,0,0,95%,YWS-Alloy
Speeder,100,,Speeder ride BC-V-Single,47-50-52-54-56-[59],0,0,0,0,0,Speeder BC straight V,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,MTK700 2P,MTK700 SP40,KMC 8s,NO,Shimano M131 48-38-28 CG,Shimano M191 48,Shimano Claris GS,Sunrace CS-8S 11-28,0,MERIDA Screw on-Single,MERIDA comp OS 600 Flat,MERIDA Comp OS 6,Big Conoid Semi,OV alloy,OV cassette,0,XC pro alloy,0,0,Merida comp 20 pair,0,Merida Sport 5,Merida Aero 27 Allen,MERIDA comp SB12 31.6,Shimano EF51 repidfire,Shimano EF51 repidfire,Black stainless,0,Lite,Kenda K193 700 32,Kenda K193 700 32,Stainless,0,0,0,0,95%,YWS-Alloy
Speeder,100-Juliet,,Speeder ride BC-V-Single,lady 47-50-52-54-[56],0,0,0,0,0,Speeder BC straight V,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,MTK700 2P,MTK700 SP40,KMC 8s,NO,Shimano M131 48-38-28 CG,Shimano M191 48,Shimano Claris GS,Sunrace CS-8S 11-28,0,ERGO Screw on-Single,MERIDA comp OS 600 Flat,MERIDA Comp OS 6,Big Conoid Semi,OV alloy,OV cassette,0,XC pro alloy,0,0,Merida comp 20 pair,0,Juliet Sport,Merida Aero 27 Allen,MERIDA comp SB12 31.6,Shimano EF51 repidfire,Shimano EF51 repidfire,Black+White stainless,0,Lite,Kenda K193 700 32,Kenda K193 700 32,Stainless,0,0,0,0,0.95,YWS-Alloy
Cyclo Cross ,700,,CC Lite BC-D-Single,XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59],0,0,0,0,0,CC Carbon disc 15,attached,On Bar Lever additional,Tektro Spyre disc 160,Tektro Spyre disc 160,MTK700 2P,MTK700 SP40,FSA F11S,NO,FSA Gossamer 46-36 Mega,Shimano Ultegra Double,Shimano Ultegra SS,Shimano CS-5800-11 11-28,0,Merida Road Pro 3D,MERIDA Road Pro Classic OS,MERIDA pro CF OS -5,Big Conoid S-bearing neck pro,attached,attached,0,NO,0,0,DT Swiss R24 Spline disc F15,0,Prologo Kappa 2,Merida Aero 32 Allen ST,MERIDA pro H SB15 27.2,Shimano Ultegra ,Shimano Ultegra ,attached,0,Lite,Continental Cyclocross Race 35 fold,Continental Cyclocross Race 35 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Cyclo Cross ,500,,CC Lite BC-D-Single,XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59],0,0,0,0,0,CC Carbon disc 15,attached,On Bar Lever additional,Tektro Spyre disc 160,Tektro Spyre disc 160,MTK700 2P,MTK700 SP40,FSA F11S,NO,FSA Gossamer 46-36 Mega,Shimano 105 D,Shimano 105 SS,Shimano CS-5800-11 11-28,0,Merida Road Pro 3D,MERIDA Road Pro Classic OS,MERIDA pro OS -5,Big Conoid S-bearing neck pro,Bearing Disc-15 Road Axle,Bearing Disc cassette,0,NO,0,0,Merida comp 22 disc cross,0,Merida Race 1,Merida Aero 32 Allen ST,MERIDA pro H SB15 27.2,Shimano 105 ,Shimano 105 ,Black stainless,0,Lite,Continental Cyclocross Race 35 fold,Continental Cyclocross Race 35 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Cyclo Cross ,300,,CC Lite BC-D-Single,XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59],0,0,0,0,0,CC BC straight disc,attached,On Bar Lever additional,Tektro Mira disc 160,Tektro Mira disc 160,MTK700 2P,MTK700 SP40,KMC Z10-10s,NO,FSA Omega 50-34 Mega,Shimano TIAGRA 10 D,Shimano TIAGRA SS,Shimano CS-4600-10 12-28,0,Merida Road Pro 3D,MERIDA Road Pro Classic OS,MERIDA pro OS -5,Big Conoid S-bearing neck pro,Bearing Disc,Bearing Disc Cassette,0,NO,0,0,Merida comp 22 disc cross,0,Merida Race 1,Merida Aero 32 Allen ST,MERIDA pro H SB15 27.2,Shimano Tiagra Dual control,Shimano Tiagra Dual control,Black stainless,0,Lite,Continental Cyclocross Race 35,Continental Cyclocross Race 35,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
